"","Sample","Date.x","Filter_type","Filter_size","Filter_box_nr","Filter_blank","Volume","Date.y","Day","Treatment","Element","Concentration","Detection_limit"
"175","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","Cu",0.000701913822848155,NA
"176","COM011","09.12.2019 11:51:58","GFF",NA,1,NA,1000,2019-10-05,0,"K2","As",0.000390976882917917,NA
"177","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","C",2.48853551131839,0.131647426322612
"178","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","N",0.23513378396714,0.207632540806167
"179","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","O",-0.646716331379934,0.156339770657109
"180","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Na",-0.0485900811313813,0.0961809833104051
"181","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Mg",0.201568034037742,0.0287938984365146
"182","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Al",-0.448780315414558,NA
"183","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Si",-0.315678243756617,0.17184135782949
"184","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","P",0.0136634670920327,0.000491109893151936
"185","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","S",0.0361605892860222,0.00885717494261854
"186","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Cl",0.797077799801249,0.647277338562398
"187","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","K",0.0443058974614407,0.0874342287213321
"188","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Ca",0.0463910557224603,0.0657205650616762
"189","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Mn",0.000844271549235527,0
"190","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Fe",0.0775313116041327,0.00977279688893903
"191","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","Cu",0.00207531167853658,NA
"192","COM012","09.12.2019 12:02:52","GFF",NA,1,NA,1000,2019-10-05,0,"K3","As",0.00166061851539552,NA
"193","COM013","09.12.2019 12:15:04","GFF",NA,1,NA,1000,2019-10-05,0,"NPC1","C",404.277650021676,0.131647426322612
"194","COM013","09.12.2019 12:15:04","GFF",NA,1,NA,1000,2019-10-05,0,"NPC1","N",4.91729443517858,0.207632540806167
"195","COM013","09.12.2019 12:15:04","GFF",NA,1,NA,1000,2019-10-05,0,"NPC1","O",-17.8228696810517,0.156339770657109
"196","COM013","09.12.2019 12:15:04","GFF",NA,1,NA,1000,2019-10-05,0,"NPC1","Na",-6.46304620665552,0.0961809833104051
"197","COM013","09.12.2019 12:15:04","GFF",NA,1,NA,1000,2019-10-05,0,"NPC1","Mg",-0.225276172445089,0.0287938984365146
"198","COM013","09.12.2019 12:15:04","GFF",NA,1,NA,1000,2019-10-05,0,"NPC1","Al",-26.4248034711416,NA
